Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age_Group,Day of week,Time of day
20201205,NSW,9,2020,Monday,22:00,Multiple,No,No,No,70,Driver,Female,22,Major Cities of Australia,Sydney - Parramatta,Cumberland,National or State Highway,No,No,17_to_25,Weekday,Night
20201057,NSW,9,2020,Monday,19:00,Single,No,No,No,50,Driver,Male,17,Inner Regional Australia,Richmond - Tweed,Lismore,Local Road,No,No,17_to_25,Weekday,Night
20201107,NSW,9,2020,Monday,18:00,Single,No,No,No,50,Driver,Male,32,Very Remote Australia,Far West and Orana,Walgett,Access road,No,No,26_to_39,Weekday,Night
20205121,WA,9,2020,Tuesday,23:00,Multiple,No,No,No,50,Pedestrian,Female,37,,,,,No,No,26_to_39,Weekday,Night
20201111,NSW,9,2020,Monday,15:00,Single,No,No,No,40,Pedestrian,Male,55,Major Cities of Australia,Sydney - Parramatta,Parramatta,Collector Road,No,No,40_to_64,Weekday,Day
20201001,NSW,9,2020,Saturday,3:00,Single,No,No,Yes,100,Pedestrian,Male,26,Inner Regional Australia,Mid North Coast,Mid-Coast,National or State Highway,No,No,26_to_39,Weekend,Night
20202073,Vic,9,2020,Wednesday,19:00,Single,No,No,No,50,Pedestrian,Male,1,Inner Regional Australia,Bendigo,Greater Bendigo (C),Local Road,No,No,0_to_16,Weekday,Night
20206023,Tas,8,2020,Sunday,0:00,Multiple,No,No,No,60,Motorcycle rider,Male,28,Inner Regional Australia,Launceston and North East,Launceston (C),Local Road,No,No,26_to_39,Weekend,Night
20207022,NT,8,2020,Saturday,22:00,Single,No,No,No,110,Passenger,Female,39,Very Remote Australia,Northern Territory - Outback,MacDonnell (R),Access road,No,No,26_to_39,Weekend,Night
20203058,Qld,8,2020,Sunday,1:00,Single,No,No,No,50,Passenger,Male,18,Inner Regional Australia,Wide Bay,Gympie (R),Access road,No,No,17_to_25,Weekend,Night
20201095,NSW,8,2020,Saturday,2:00,Multiple,No,No,No,50,Driver,Male,20,Outer Regional Australia,Murray,Hay,Local Road,No,No,17_to_25,Weekend,Night
20201123,NSW,8,2020,Saturday,2:00,Single,No,No,No,60,Passenger,Male,19,Major Cities of Australia,Sydney - Inner South West,Georges River,Arterial Road,No,No,17_to_25,Weekend,Night
20205070,WA,8,2020,Sunday,15:00,Single,No,No,No,80,Driver,Male,58,,,,,No,No,40_to_64,Weekend,Day
20203045,Qld,8,2020,Wednesday,0:00,Single,No,No,No,80,Passenger,Male,9,Inner Regional Australia,Central Queensland,Gladstone (R),Sub-arterial Road,No,No,0_to_16,Weekday,Night
20205058,WA,8,2020,Wednesday,0:00,Single,No,No,No,110,Passenger,Female,32,,,,,No,No,26_to_39,Weekday,Night
20205077,WA,8,2020,Friday,9:00,Multiple,No,No,No,110,Driver,Female,32,,,,,No,No,26_to_39,Weekday,Day
20205013,WA,8,2020,Friday,22:00,Single,No,No,No,70,Driver,Male,51,,,,,No,No,40_to_64,Weekend,Night
20203206,Qld,8,2020,Thursday,19:00,Single,No,No,No,60,Driver,Male,21,Inner Regional Australia,Wide Bay,Gympie (R),Collector Road,No,No,17_to_25,Weekday,Night
20203059,Qld,8,2020,Monday,20:00,Single,No,No,No,100,Passenger,Female,17,Outer Regional Australia,Townsville,Charters Towers (R),National or State Highway,No,No,17_to_25,Weekday,Night
20204079,SA,8,2020,Wednesday,18:00,Single,No,No,No,60,Driver,Male,27,Major Cities of Australia,Adelaide - South,Holdfast Bay (C),Arterial Road,No,No,26_to_39,Weekday,Night
20202160,Vic,8,2020,Thursday,5:00,Single,No,No,No,60,Driver,Male,27,Inner Regional Australia,Shepparton,Greater Shepparton (C),National or State Highway,No,No,26_to_39,Weekday,Night
20201262,NSW,8,2020,Monday,5:00,Single,No,No,No,100,Driver,Male,27,Inner Regional Australia,Central West,Lithgow,National or State Highway,No,No,26_to_39,Weekend,Night
20203002,Qld,8,2020,Sunday,9:00,Multiple,No,No,No,60,Motorcycle rider,Male,49,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Collector Road,No,No,40_to_64,Weekend,Day
20202129,Vic,8,2020,Saturday,9:00,Multiple,No,No,No,100,Pedal cyclist,Male,54,Inner Regional Australia,Ballarat,Hepburn (S),National or State Highway,No,No,40_to_64,Weekend,Day
20203055,Qld,8,2020,Saturday,12:00,Single,No,No,No,100,Motorcycle rider,Male,49,Inner Regional Australia,Logan - Beaudesert,Scenic Rim (R),Sub-arterial Road,No,No,40_to_64,Weekend,Day
20207028,NT,8,2020,Saturday,17:00,Single,No,No,No,130,Passenger,Male,52,Very Remote Australia,Northern Territory - Outback,Barkly (R),National or State Highway,No,No,40_to_64,Weekend,Day
20202042,Vic,8,2020,Saturday,13:00,Single,No,No,No,100,Motorcycle rider,Male,48,Inner Regional Australia,Hume,Indigo (S),Access road,No,No,40_to_64,Weekend,Day
20203238,Qld,8,2020,Sunday,17:00,Multiple,No,No,No,60,Passenger,Female,17,Major Cities of Australia,Gold Coast,Gold Coast (C),Collector Road,No,No,17_to_25,Weekend,Day
20203238,Qld,8,2020,Sunday,17:00,Multiple,No,No,No,60,Driver,Male,21,Major Cities of Australia,Gold Coast,Gold Coast (C),Collector Road,No,No,17_to_25,Weekend,Day
20203238,Qld,8,2020,Sunday,17:00,Multiple,No,No,No,60,Passenger,Male,21,Major Cities of Australia,Gold Coast,Gold Coast (C),Collector Road,No,No,17_to_25,Weekend,Day
20206028,Tas,8,2020,Saturday,11:00,Multiple,No,No,No,80,Driver,Female,50,Outer Regional Australia,South East,Huon Valley (M),National or State Highway,No,No,40_to_64,Weekend,Day
20203096,Qld,8,2020,Saturday,10:00,Multiple,No,No,No,90,Driver,Female,51,Inner Regional Australia,Moreton Bay - North,Moreton Bay (R),National or State Highway,No,No,40_to_64,Weekend,Day
20202003,Vic,8,2020,Saturday,13:00,Multiple,No,No,No,60,Motorcycle rider,Male,50,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Arterial Road,No,No,40_to_64,Weekend,Day
20201264,NSW,8,2020,Saturday,10:00,Single,No,No,No,80,Driver,Male,57,Outer Regional Australia,Mid North Coast,Kempsey,Sub-arterial Road,No,No,40_to_64,Weekend,Day
20201073,NSW,8,2020,Saturday,17:00,Single,No,No,No,100,Passenger,Male,51,Outer Regional Australia,Riverina,Griffith,Access road,No,No,40_to_64,Weekend,Day
20201073,NSW,8,2020,Saturday,17:00,Single,No,No,No,100,Driver,Male,52,Outer Regional Australia,Riverina,Griffith,Access road,No,No,40_to_64,Weekend,Day
20205018,WA,8,2020,Sunday,11:00,Single,No,No,No,110,Motorcycle rider,Male,51,,,,,No,No,40_to_64,Weekend,Day
20203170,Qld,8,2020,Sunday,10:00,Multiple,No,No,No,80,Pedal cyclist,Female,55,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Local Road,No,No,40_to_64,Weekend,Day
20207016,NT,8,2020,Sunday,16:00,Single,No,No,No,100,Passenger,Female,7,Very Remote Australia,Northern Territory - Outback,West Arnhem (R),Sub-arterial Road,No,No,0_to_16,Weekend,Day
20203163,Qld,8,2020,Sunday,11:00,Single,No,No,No,100,Motorcycle rider,Male,71,Inner Regional Australia,Logan - Beaudesert,Scenic Rim (R),National or State Highway,No,No,65_to_74,Weekend,Day
20201079,NSW,8,2020,Saturday,8:00,Multiple,No,No,Yes,100,Driver,Male,65,Inner Regional Australia,Capital Region,Eurobodalla,National or State Highway,No,No,65_to_74,Weekend,Day
20201256,NSW,8,2020,Sunday,16:00,Multiple,No,No,Yes,100,Driver,Female,75,Inner Regional Australia,Riverina,Wagga Wagga,National or State Highway,No,No,75_or_older,Weekend,Day
20201256,NSW,8,2020,Sunday,16:00,Multiple,No,No,Yes,100,Passenger,Male,78,Inner Regional Australia,Riverina,Wagga Wagga,National or State Highway,No,No,75_or_older,Weekend,Day
20201175,NSW,8,2020,Saturday,16:00,Multiple,No,No,No,70,Driver,Male,84,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Collector Road,No,No,75_or_older,Weekend,Day
20205023,WA,8,2020,Thursday,10:00,Multiple,No,Yes,No,90,Driver,Male,26,,,,,No,No,26_to_39,Weekday,Day
20207028,NT,8,2020,Saturday,17:00,Single,No,No,No,130,Driver,Male,18,Very Remote Australia,Northern Territory - Outback,Barkly (R),National or State Highway,No,No,17_to_25,Weekend,Day
20203046,Qld,8,2020,Sunday,13:00,Multiple,No,No,No,100,Motorcycle rider,Male,32,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-arterial Road,No,No,26_to_39,Weekend,Day
20202103,Vic,8,2020,Saturday,15:00,Single,No,No,No,110,Driver,Male,28,Inner Regional Australia,Ballarat,Ballarat (C),National or State Highway,No,No,26_to_39,Weekend,Day
20202090,Vic,8,2020,Sunday,11:00,Single,No,No,No,100,Driver,Male,28,Inner Regional Australia,Latrobe - Gippsland,South Gippsland (S),National or State Highway,No,No,26_to_39,Weekend,Day
20206012,Tas,8,2020,Saturday,14:00,Multiple,No,No,No,100,Driver,Male,82,Inner Regional Australia,Launceston and North East,West Tamar (M),Collector Road,No,No,75_or_older,Weekend,Day
20206012,Tas,8,2020,Saturday,14:00,Multiple,No,No,No,100,Passenger,Female,81,Inner Regional Australia,Launceston and North East,West Tamar (M),Collector Road,No,No,75_or_older,Weekend,Day
20202053,Vic,8,2020,Tuesday,8:00,Single,No,No,No,100,Driver,Male,31,Inner Regional Australia,Hume,Alpine (S),National or State Highway,No,No,26_to_39,Weekday,Day
20201116,NSW,8,2020,Monday,16:00,Multiple,No,No,No,60,Pedestrian,Male,60,Inner Regional Australia,Riverina,Wagga Wagga,Local Road,No,No,40_to_64,Weekday,Day
20203249,Qld,8,2020,Thursday,12:00,Multiple,No,No,Yes,80,Passenger,Male,52,Inner Regional Australia,Logan - Beaudesert,Scenic Rim (R),Undetermined,No,No,40_to_64,Weekday,Day
20203249,Qld,8,2020,Thursday,12:00,Multiple,No,No,Yes,80,Driver,Male,41,Inner Regional Australia,Logan - Beaudesert,Scenic Rim (R),Undetermined,No,No,40_to_64,Weekday,Day
20203079,Qld,8,2020,Thursday,9:00,Single,No,No,No,110,Driver,Male,50,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),National or State Highway,No,No,40_to_64,Weekday,Day
20202128,Vic,8,2020,Monday,10:00,Multiple,No,No,No,100,Pedal cyclist,Female,41,Inner Regional Australia,Mornington Peninsula,Mornington Peninsula (S),Arterial Road,No,No,40_to_64,Weekday,Day
20205012,WA,8,2020,Friday,7:00,Single,No,No,No,110,Driver,Male,42,,,,,No,No,40_to_64,Weekday,Day
20201139,NSW,8,2020,Friday,6:00,Single,No,No,No,80,Driver,Male,51,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Sub-arterial Road,No,No,40_to_64,Weekday,Day
20206006,Tas,8,2020,Thursday,8:00,Multiple,Yes,No,No,90,Driver,Male,42,Inner Regional Australia,Hobart,Kingborough (M),Arterial Road,No,No,40_to_64,Weekday,Day
20203140,Qld,8,2020,Wednesday,15:00,Single,No,No,No,80,Driver,Male,29,Outer Regional Australia,Cairns,Cairns (R),National or State Highway,No,No,26_to_39,Weekday,Day
20203236,Qld,8,2020,Friday,11:00,Multiple,No,No,No,70,Pedal cyclist,Male,14,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-arterial Road,No,No,0_to_16,Weekday,Day
20205058,WA,8,2020,Wednesday,0:00,Single,No,No,No,110,Driver,Male,35,,,,,No,No,26_to_39,Weekday,Night
20201130,NSW,8,2020,Monday,12:00,Single,No,No,No,90,Driver,Male,33,Inner Regional Australia,Capital Region,Eurobodalla,Arterial Road,No,No,26_to_39,Weekday,Day
20201165,NSW,8,2020,Tuesday,10:00,Single,Yes,No,No,100,Driver,Female,69,Inner Regional Australia,Central West,Cabonne,Arterial Road,No,No,65_to_74,Weekday,Day
20203244,Qld,8,2020,Tuesday,14:00,Multiple,No,Yes,No,80,Driver,Female,72,Inner Regional Australia,Wide Bay,Fraser Coast (R),National or State Highway,No,No,65_to_74,Weekday,Day
20204073,SA,8,2020,Friday,14:00,Multiple,No,Yes,No,100,Driver,Female,70,Inner Regional Australia,South Australia - South East,Alexandrina (DC),Arterial Road,No,No,65_to_74,Weekday,Day
20201120,NSW,8,2020,Monday,18:00,Multiple,No,No,No,70,Driver,Male,26,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Arterial Road,No,No,26_to_39,Weekday,Night
20203138,Qld,8,2020,Wednesday,13:00,Single,No,No,No,100,Passenger,Female,87,Inner Regional Australia,Wide Bay,Gympie (R),Sub-arterial Road,No,No,75_or_older,Weekday,Day
20203085,Qld,8,2020,Tuesday,19:00,Single,No,No,No,70,Passenger,Female,17,Major Cities of Australia,Moreton Bay - South,Moreton Bay (R),Collector Road,No,No,17_to_25,Weekday,Night
20201055,NSW,8,2020,Wednesday,14:00,Multiple,No,No,No,50,Driver,Female,77,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-arterial Road,No,No,75_or_older,Weekday,Day
20201055,NSW,8,2020,Wednesday,14:00,Multiple,No,No,No,50,Passenger,Male,80,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-arterial Road,No,No,75_or_older,Weekday,Day
20203045,Qld,8,2020,Wednesday,0:00,Single,No,No,No,80,Driver,Female,48,Inner Regional Australia,Central Queensland,Gladstone (R),Sub-arterial Road,No,No,40_to_64,Weekday,Night
20204073,SA,8,2020,Friday,14:00,Multiple,No,Yes,No,100,Passenger,Female,84,Inner Regional Australia,South Australia - South East,Alexandrina (DC),Arterial Road,No,No,75_or_older,Weekday,Day
20205015,WA,8,2020,Thursday,21:00,Single,No,No,No,90,Motorcycle rider,Male,40,,,,,No,No,40_to_64,Weekday,Night
20202159,Vic,8,2020,Friday,14:00,Single,No,No,No,60,Passenger,Female,85,Major Cities of Australia,Melbourne - South East,Kingston (C) (Vic.),Arterial Road,No,No,75_or_older,Weekday,Day
20201080,NSW,8,2020,Tuesday,23:00,Multiple,No,No,No,100,Driver,Male,50,Major Cities of Australia,Richmond - Tweed,Tweed,National or State Highway,No,No,40_to_64,Weekday,Night
20201011,NSW,8,2020,Monday,18:00,Multiple,No,No,No,80,Driver,Male,43,Inner Regional Australia,Capital Region,Yass Valley,Arterial Road,No,No,40_to_64,Weekday,Night
20206006,Tas,8,2020,Thursday,8:00,Multiple,Yes,No,No,90,Passenger,Female,2,Inner Regional Australia,Hobart,Kingborough (M),Arterial Road,No,No,0_to_16,Weekday,Day
20203076,Qld,8,2020,Tuesday,22:00,Single,No,No,No,100,Passenger,Female,49,Remote Australia,Central Queensland,Central Highlands (R) (Qld),National or State Highway,No,No,40_to_64,Weekday,Night
20204078,SA,8,2020,Friday,17:00,Single,No,No,No,50,Motorcycle rider,Male,24,Major Cities of Australia,Adelaide - North,Gawler (T),Local Road,No,No,17_to_25,Weekday,Day
20202010,Vic,8,2020,Tuesday,17:00,Multiple,No,No,No,100,Passenger,Female,23,Outer Regional Australia,North West,Mildura (RC),Local Road,No,No,17_to_25,Weekday,Day
20201077,NSW,8,2020,Friday,6:00,Multiple,No,No,No,60,Motorcycle rider,Male,24,Major Cities of Australia,Sydney - South West,Liverpool,Local Road,No,No,17_to_25,Weekday,Day
20201240,NSW,8,2020,Thursday,7:00,Multiple,No,No,No,70,Driver,Female,35,Major Cities of Australia,Sydney - City and Inner South,Sydney,National or State Highway,No,No,26_to_39,Weekday,Day
20201194,NSW,8,2020,Wednesday,15:00,Multiple,No,No,No,100,Driver,Male,32,Outer Regional Australia,New England and North West,Inverell,Arterial Road,No,No,26_to_39,Weekday,Day
20201250,NSW,8,2020,Friday,0:00,Single,No,No,No,60,Driver,Female,26,Major Cities of Australia,Sydney - City and Inner South,Sydney,National or State Highway,No,No,26_to_39,Weekday,Night
20201237,NSW,8,2020,Wednesday,11:00,Single,No,No,No,100,Motorcycle rider,Male,78,Inner Regional Australia,New England and North West,Armidale Regional,Local Road,No,No,75_or_older,Weekday,Day
20205021,WA,8,2020,Friday,8:00,Multiple,No,No,No,100,Driver,Female,84,,,,,No,No,75_or_older,Weekday,Day
20205020,WA,8,2020,Thursday,15:00,Multiple,No,Yes,Yes,100,Driver,Male,75,,,,,No,No,75_or_older,Weekday,Day
20202115,Vic,8,2020,Sunday,18:00,Single,No,No,No,60,Pedestrian,Male,61,Major Cities of Australia,Geelong,Greater Geelong (C),Sub-arterial Road,No,No,40_to_64,Weekend,Night
20203195,Qld,8,2020,Saturday,3:00,Single,No,No,No,80,Pedestrian,Male,39,Inner Regional Australia,Wide Bay,Bundaberg (R),National or State Highway,No,No,26_to_39,Weekend,Night
20203188,Qld,8,2020,Saturday,18:00,Single,No,No,No,60,Pedestrian,Male,35,Major Cities of Australia,Brisbane - East,Brisbane (C),Sub-arterial Road,No,No,26_to_39,Weekend,Night
20204067,SA,8,2020,Tuesday,19:00,Single,No,No,No,60,Pedestrian,Female,27,Major Cities of Australia,Adelaide - South,Marion (C),Sub-arterial Road,No,No,26_to_39,Weekday,Night
20203143,Qld,8,2020,Sunday,8:00,Single,No,No,No,50,Pedestrian,Female,1,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Local Road,No,No,0_to_16,Weekend,Day
20202082,Vic,8,2020,Saturday,12:00,Single,No,No,No,50,Pedestrian,Female,1,Major Cities of Australia,Mornington Peninsula,Frankston (C),Local Road,No,No,0_to_16,Weekend,Day
20202040,Vic,8,2020,Saturday,13:00,Single,No,No,No,60,Pedestrian,Female,83,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),Local Road,No,No,75_or_older,Weekend,Day
20207015,NT,8,2020,Tuesday,4:00,Single,No,No,No,130,Driver,Male,34,Very Remote Australia,Northern Territory - Outback,Victoria Daly (R),National or State Highway,No,No,26_to_39,Weekday,Night
20203167,Qld,8,2020,Monday,22:00,Single,No,No,No,110,Pedestrian,Male,48,Inner Regional Australia,Wide Bay,Gympie (R),National or State Highway,No,No,40_to_64,Weekday,Night
20205100,WA,8,2020,Tuesday,17:00,Multiple,No,No,No,80,Passenger,Female,58,,,,,No,No,40_to_64,Weekday,Day
20205010,WA,8,2020,Wednesday,14:00,Single,No,No,No,,Driver,Female,81,,,,,No,No,75_or_older,Weekday,Day
20201036,NSW,8,2020,Monday,9:00,Single,No,No,No,100,Pedestrian,Male,31,Major Cities of Australia,Sydney - Ryde,Hornsby,National or State Highway,No,No,26_to_39,Weekday,Day
20202069,Vic,8,2020,Thursday,2:00,Single,No,No,No,70,Pedestrian,Male,20,Major Cities of Australia,Melbourne - Outer East,Whitehorse (C),Arterial Road,No,No,17_to_25,Weekday,Night
20201221,NSW,8,2020,Thursday,18:00,Single,No,No,No,50,Pedestrian,Female,77,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road,No,No,75_or_older,Weekday,Night
20204077,SA,7,2020,Friday,18:00,Single,No,No,No,90,Driver,Female,31,Major Cities of Australia,Adelaide - North,Salisbury (C),Sub-arterial Road,No,No,26_to_39,Weekend,Night
20207010,NT,7,2020,Friday,23:00,Single,No,No,No,130,Passenger,Female,38,Remote Australia,Northern Territory - Outback,Katherine (T),National or State Highway,No,No,26_to_39,Weekend,Night
20205103,WA,7,2020,Friday,23:00,Single,No,No,No,70,Driver,Male,22,,,,,No,No,17_to_25,Weekend,Night
20202004,Vic,7,2020,Saturday,1:00,Single,No,No,No,60,Driver,Male,33,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),Local Road,No,No,26_to_39,Weekend,Night
20201226,NSW,7,2020,Saturday,23:00,Single,No,No,No,50,Passenger,Male,17,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Local Road,No,No,17_to_25,Weekend,Night
20203161,Qld,7,2020,Sunday,20:00,Single,No,No,No,100,Passenger,Male,16,Very Remote Australia,Queensland - Outback,Lockhart River (S),Collector Road,No,No,0_to_16,Weekend,Night
20203247,Qld,7,2020,Saturday,3:00,Single,No,No,No,100,Driver,Male,40,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,40_to_64,Weekend,Night
20202033,Vic,7,2020,Saturday,0:00,Single,No,No,No,60,Motorcycle rider,Male,24,Inner Regional Australia,North West,Northern Grampians (S),Collector Road,No,No,17_to_25,Weekend,Night
20204080,SA,7,2020,Sunday,18:00,Single,No,No,No,110,Driver,Male,42,Outer Regional Australia,South Australia - South East,Mid Murray (DC),National or State Highway,No,No,40_to_64,Weekend,Night
20203147,Qld,7,2020,Sunday,19:00,Single,No,No,No,100,Motorcycle rider,Male,63,Outer Regional Australia,Darling Downs - Maranoa,Southern Downs (R),Local Road,No,No,40_to_64,Weekend,Night
20205122,WA,7,2020,Friday,20:00,Multiple,No,No,No,100,Pedestrian,Female,27,,,,,No,No,26_to_39,Weekend,Night
20201251,NSW,7,2020,Saturday,19:00,Single,No,No,No,70,Driver,Male,30,Major Cities of Australia,Sydney - Sutherland,Sutherland,National or State Highway,No,No,26_to_39,Weekend,Night
20202047,Vic,7,2020,Tuesday,18:00,Multiple,No,No,No,100,Pedestrian,Male,31,Inner Regional Australia,Bendigo,Greater Bendigo (C),Local Road,No,No,26_to_39,Weekday,Night
20205025,WA,7,2020,Thursday,5:00,Multiple,No,No,No,100,Driver,Female,26,,,,,No,No,26_to_39,Weekday,Night
20201007,NSW,7,2020,Friday,18:00,Multiple,No,Yes,No,100,Driver,Male,35,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,26_to_39,Weekend,Night
20203214,Qld,7,2020,Wednesday,4:00,Single,No,No,No,100,Driver,Male,32,Inner Regional Australia,Ipswich,Lockyer Valley (R),National or State Highway,No,No,26_to_39,Weekday,Night
20207008,NT,7,2020,Friday,20:00,Single,No,No,No,80,Driver,Female,48,Very Remote Australia,Northern Territory - Outback,Victoria Daly (R),Sub-arterial Road,No,No,40_to_64,Weekend,Night
20203029,Qld,7,2020,Thursday,19:00,Multiple,No,No,No,100,Driver,Female,58,Inner Regional Australia,Wide Bay,Fraser Coast (R),National or State Highway,No,No,40_to_64,Weekday,Night
20205063,WA,7,2020,Wednesday,19:00,Multiple,No,No,No,,Pedestrian,Male,52,,,,,No,No,40_to_64,Weekday,Night
