Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age_Group,Day of week,Time of day
20212133,Vic,9,2021,Sunday,0:00,Single,,,,,Motorcycle rider,Male,38,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges (S),Arterial Road,No,No,26_to_39,Weekend,Night
20214022,SA,9,2021,Saturday,23:00,Multiple,No,No,No,110,Pedestrian,Female,28,Major Cities of Australia,Adelaide - North,Playford (C),,No,No,26_to_39,Weekend,Night
20212096,Vic,9,2021,Saturday,23:00,Single,,,,,Passenger,Male,19,Inner Regional Australia,Hume,Wangaratta (RC),Access road,No,No,17_to_25,Weekend,Night
20212145,Vic,9,2021,Saturday,22:00,Single,,,,,Driver,Male,23,Outer Regional Australia,Hume,Wangaratta (RC),Arterial Road,No,No,17_to_25,Weekend,Night
20212075,Vic,9,2021,Saturday,5:00,Single,,,,,Motorcycle rider,Male,46,Major Cities of Australia,Melbourne - South East,Casey (C),Local Road,No,No,40_to_64,Weekend,Night
20213034,Qld,9,2021,Saturday,4:00,Multiple,No,No,No,100,Motorcycle rider,Male,19,Major Cities of Australia,Brisbane - South,Brisbane (C),Busway,No,No,17_to_25,Weekend,Night
20215071,WA,9,2021,Saturday,19:00,Single,No,No,No,100,Driver,Female,20,,,,,No,No,17_to_25,Weekend,Night
20212015,Vic,9,2021,Thursday,19:00,Multiple,,,,,Other/-9,Male,17,Major Cities of Australia,Melbourne - West,Wyndham (C),Sub-arterial Road,No,No,17_to_25,Weekday,Night
20213026,Qld,9,2021,Wednesday,23:00,Multiple,No,No,No,,Passenger,Female,2,Major Cities of Australia,Ipswich,Ipswich (C),National or State Highway,No,No,0_to_16,Weekday,Night
20213092,Qld,9,2021,Saturday,2:00,Single,No,No,No,60,Driver,Male,47,Major Cities of Australia,Logan - Beaudesert,Logan (C),Local Road,No,No,40_to_64,Weekend,Night
20214053,SA,9,2021,Thursday,21:00,Single,No,No,No,80,Driver,Male,24,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Sub-arterial Road,No,No,17_to_25,Weekday,Night
20213178,Qld,9,2021,Sunday,21:00,Multiple,No,No,No,50,Motorcycle rider,Male,52,Major Cities of Australia,Gold Coast,Gold Coast (C),Local Road,No,No,40_to_64,Weekend,Night
20215047,WA,9,2021,Friday,22:00,Single,No,No,No,80,Motorcycle rider,Male,49,,,,,No,No,40_to_64,Weekend,Night
20211068,NSW,9,2021,Tuesday,21:00,Single,No,No,No,60,Driver,Female,32,Inner Regional Australia,Central Coast,Central Coast,Arterial Road,No,No,26_to_39,Weekday,Night
20213026,Qld,9,2021,Wednesday,23:00,Multiple,No,No,No,,Driver,Male,34,Major Cities of Australia,Ipswich,Ipswich (C),National or State Highway,No,No,26_to_39,Weekday,Night
20211169,NSW,9,2021,Saturday,8:00,Single,No,No,No,110,Motorcycle rider,Male,26,Inner Regional Australia,Richmond - Tweed,Tweed,National or State Highway,No,No,26_to_39,Weekend,Day
20215050,WA,9,2021,Thursday,7:00,Single,Yes,No,No,80,Driver,Male,56,,,,,No,No,40_to_64,Weekday,Day
20213169,Qld,9,2021,Sunday,13:00,Single,No,No,No,100,Driver,Male,52,Outer Regional Australia,Wide Bay,South Burnett (R),Sub-arterial Road,No,No,40_to_64,Weekend,Day
20211088,NSW,9,2021,Saturday,8:00,Single,No,No,No,100,Passenger,Female,11,Outer Regional Australia,Riverina,Carrathool,National or State Highway,No,No,0_to_16,Weekend,Day
20211025,NSW,9,2021,Sunday,10:00,Single,No,No,No,100,Driver,Male,46,Outer Regional Australia,Central West,Mid-Western Regional,Sub-arterial Road,No,No,40_to_64,Weekend,Day
20212060,Vic,9,2021,Sunday,10:00,Single,,,,,Motorcycle rider,Male,49,Major Cities of Australia,Melbourne - West,Melton (C),Local Road,No,No,40_to_64,Weekend,Day
20212135,Vic,9,2021,Saturday,11:00,Single,,,,50,Motorcycle rider,Male,45,Major Cities of Australia,Melbourne - South East,Casey (C),Local Road,No,No,40_to_64,Weekend,Day
20212046,Vic,9,2021,Sunday,14:00,Multiple,,,,60,Pedal cyclist,Male,52,Major Cities of Australia,Melbourne - West,Hobsons Bay (C),Sub-arterial Road,No,No,40_to_64,Weekend,Day
20215005,WA,9,2021,Thursday,6:00,Multiple,No,No,No,110,Driver,Male,61,,,,,No,No,40_to_64,Weekday,Day
20211011,NSW,9,2021,Saturday,6:00,Single,No,No,No,100,Driver,Male,19,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway,No,No,17_to_25,Weekend,Day
20212039,Vic,9,2021,Saturday,9:00,Single,,,,,Driver,Male,20,Inner Regional Australia,Bendigo,Greater Bendigo (C),Arterial Road,No,No,17_to_25,Weekend,Day
20211094,NSW,9,2021,Saturday,14:00,Single,No,No,No,50,Motorcycle rider,Male,36,Major Cities of Australia,Hunter Valley exc Newcastle,Port Stephens,Local Road,No,No,26_to_39,Weekend,Day
20217011,NT,9,2021,Sunday,8:00,Multiple,No,No,No,80,Motorcycle rider,Male,71,Outer Regional Australia,Darwin,Darwin (C),Collector Road,No,No,65_to_74,Weekend,Day
20215094,WA,9,2021,Thursday,22:00,Single,No,No,No,70,Passenger,Male,15,,,,,No,No,0_to_16,Weekday,Night
20213099,Qld,9,2021,Saturday,11:00,Single,No,No,No,100,Motorcycle rider,Male,24,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Access road,No,No,17_to_25,Weekend,Day
20213016,Qld,9,2021,Sunday,11:00,Multiple,No,No,No,100,Driver,Male,19,Inner Regional Australia,Logan - Beaudesert,Logan (C),National or State Highway,No,No,17_to_25,Weekend,Day
20215088,WA,9,2021,Sunday,16:00,Multiple,No,No,No,70,Motorcycle pillion passenger,Female,27,,,,,No,No,26_to_39,Weekend,Day
20214037,SA,9,2021,Saturday,13:00,Single,No,No,No,80,Motorcycle rider,Male,31,Inner Regional Australia,Barossa - Yorke - Mid North,Clare and Gilbert Valleys (DC),National or State Highway,No,No,26_to_39,Weekend,Day
20211158,NSW,9,2021,Sunday,16:00,Multiple,No,No,Yes,50,Driver,Female,86,Outer Regional Australia,New England and North West,Liverpool Plains,Local Road,No,No,75_or_older,Weekend,Day
20211034,NSW,9,2021,Thursday,11:00,Single,No,No,No,50,Motorcycle rider,Male,37,Inner Regional Australia,New England and North West,Tamworth Regional,Local Road,No,No,26_to_39,Weekday,Day
20215064,WA,9,2021,Thursday,13:00,Single,No,No,No,70,Driver,Male,49,,,,,No,No,40_to_64,Weekday,Day
20215017,WA,9,2021,Friday,11:00,Single,No,No,No,90,Passenger,Female,58,,,,,No,No,40_to_64,Weekday,Day
20212152,Vic,9,2021,Saturday,23:00,Single,,,,,Passenger,Female,22,Major Cities of Australia,Melbourne - North West,Melton (C),Sub-arterial Road,No,No,17_to_25,Weekend,Night
20218008,ACT,9,2021,Wednesday,11:00,Multiple,No,No,No,80,Driver,Male,45,,,,,No,No,40_to_64,Weekday,Day
20212073,Vic,9,2021,Tuesday,12:00,Multiple,,,,,Passenger,Female,42,Outer Regional Australia,North West,Horsham (RC),National or State Highway,No,No,40_to_64,Weekday,Day
20213187,Qld,9,2021,Wednesday,7:00,Multiple,No,Yes,Yes,100,Driver,Male,62,Major Cities of Australia,Brisbane - North,Brisbane (C),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20211104,NSW,9,2021,Tuesday,8:00,Single,No,No,No,100,Driver,Male,64,Inner Regional Australia,Richmond - Tweed,Kyogle,Sub-arterial Road,No,No,40_to_64,Weekday,Day
20212092,Vic,9,2021,Thursday,8:00,Single,,,,100,Driver,Male,51,Inner Regional Australia,Melbourne - South East,Cardinia (S),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20213124,Qld,9,2021,Thursday,9:00,Single,No,No,No,100,Driver,Male,34,Inner Regional Australia,Toowoomba,Lockyer Valley (R),National or State Highway,No,No,26_to_39,Weekday,Day
20212033,Vic,9,2021,Tuesday,14:00,Multiple,,,,,Pedal cyclist,Male,62,Inner Regional Australia,Warrnambool and South West,Warrnambool (C),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20215109,WA,9,2021,Thursday,9:00,Multiple,No,No,No,60,Pedestrian,Female,83,,,,,No,No,75_or_older,Weekday,Day
20211040,NSW,9,2021,Thursday,17:00,Single,No,No,No,100,Driver,Male,60,Outer Regional Australia,New England and North West,Narrabri,Sub-arterial Road,No,No,40_to_64,Weekday,Day
20215027,WA,9,2021,Wednesday,11:00,Multiple,No,No,No,,Passenger,Female,23,,,,,No,No,17_to_25,Weekday,Day
20213183,Qld,9,2021,Wednesday,15:00,Single,No,No,No,60,Motorcycle rider,Male,34,Major Cities of Australia,Brisbane - North,Brisbane (C),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20214055,SA,9,2021,Wednesday,11:00,Single,No,No,No,100,Motorcycle rider,Male,74,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Arterial Road,No,No,65_to_74,Weekday,Day
20214007,SA,9,2021,Wednesday,8:00,Multiple,No,Yes,No,60,Pedal cyclist,Female,70,Major Cities of Australia,Adelaide - West,West Torrens (C),Collector Road,No,No,65_to_74,Weekday,Day
20215008,WA,9,2021,Wednesday,15:00,Multiple,No,Yes,No,110,Passenger,Female,66,,,,,No,No,65_to_74,Weekday,Day
20212073,Vic,9,2021,Tuesday,12:00,Multiple,,,,,Driver,Female,71,Outer Regional Australia,North West,Horsham (RC),National or State Highway,No,No,65_to_74,Weekday,Day
20215054,WA,9,2021,Wednesday,14:00,Single,No,No,No,110,Passenger,Male,72,,,,,No,No,65_to_74,Weekday,Day
20213066,Qld,9,2021,Thursday,19:00,Single,No,No,No,100,Driver,Female,32,Remote Australia,Mackay - Isaac - Whitsunday,Isaac (R),Local Road,No,No,26_to_39,Weekday,Night
20211137,NSW,9,2021,Friday,14:00,Multiple,No,No,No,70,Pedal cyclist,Male,68,Major Cities of Australia,Central Coast,Central Coast,Arterial Road,No,No,65_to_74,Weekday,Day
20216016,Tas,9,2021,Monday,17:00,Single,No,No,No,100,Driver,Male,68,Outer Regional Australia,West and North West,Waratah/Wynyard (M),National or State Highway,No,No,65_to_74,Weekday,Day
20212156,Vic,9,2021,Thursday,16:00,Single,,,,,Driver,Male,69,Major Cities of Australia,Melbourne - South East,Casey (C),Collector Road,No,No,65_to_74,Weekday,Day
20212013,Vic,9,2021,Friday,15:00,Multiple,,,,,Pedal cyclist,Male,78,Major Cities of Australia,Melbourne - North West,Moonee Valley (C),Collector Road,No,No,75_or_older,Weekday,Day
20211068,NSW,9,2021,Tuesday,21:00,Single,No,No,No,60,Passenger,Female,6,Inner Regional Australia,Central Coast,Central Coast,Arterial Road,No,No,0_to_16,Weekday,Night
20215111,WA,9,2021,Thursday,14:00,Single,No,No,No,70,Motorcycle rider,Male,76,,,,,No,No,75_or_older,Weekday,Day
20216003,Tas,9,2021,Thursday,13:00,Single,No,No,No,50,Driver,Female,84,Outer Regional Australia,West and North West,Central Coast (M) (Tas.),Local Road,No,No,75_or_older,Weekday,Day
20212098,Vic,9,2021,Thursday,5:00,Single,,,,,Motorcycle rider,Male,50,Major Cities of Australia,Melbourne - North East,Nillumbik (S),Arterial Road,No,No,40_to_64,Weekday,Night
20212015,Vic,9,2021,Thursday,19:00,Multiple,,,,,Other/-9,Male,15,Major Cities of Australia,Melbourne - West,Wyndham (C),Sub-arterial Road,No,No,0_to_16,Weekday,Night
20212015,Vic,9,2021,Thursday,19:00,Multiple,,,,,Other/-9,Male,16,Major Cities of Australia,Melbourne - West,Wyndham (C),Sub-arterial Road,No,No,0_to_16,Weekday,Night
20212015,Vic,9,2021,Thursday,19:00,Multiple,,,,,Driver,Male,16,Major Cities of Australia,Melbourne - West,Wyndham (C),Sub-arterial Road,No,No,0_to_16,Weekday,Night
20213017,Qld,9,2021,Wednesday,20:00,Single,No,No,No,110,Driver,Male,63,Major Cities of Australia,Gold Coast,Gold Coast (C),National or State Highway,No,No,40_to_64,Weekday,Night
20215115,WA,9,2021,Thursday,5:00,Single,No,No,No,110,Driver,Male,20,,,,,No,No,17_to_25,Weekday,Night
20211049,NSW,9,2021,Tuesday,13:00,Multiple,No,No,No,90,Driver,Female,19,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Arterial Road,No,No,17_to_25,Weekday,Day
20213123,Qld,9,2021,Tuesday,8:00,Single,No,No,No,100,Driver,Male,26,Major Cities of Australia,Ipswich,Ipswich (C),National or State Highway,No,No,26_to_39,Weekday,Day
20211073,NSW,9,2021,Wednesday,6:00,Single,No,No,No,70,Motorcycle rider,Male,32,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,National or State Highway,No,No,26_to_39,Weekday,Day
20214058,SA,9,2021,Friday,13:00,Multiple,No,Yes,No,100,Driver,Male,77,Major Cities of Australia,Adelaide - South,Mitcham (C),National or State Highway,No,No,75_or_older,Weekday,Day
20212011,Vic,9,2021,Friday,13:00,Multiple,,,,,Passenger,Male,85,Major Cities of Australia,Melbourne - South East,Casey (C),Access road,No,No,75_or_older,Weekday,Day
20212011,Vic,9,2021,Friday,13:00,Multiple,,,,,Driver,Female,84,Major Cities of Australia,Melbourne - South East,Casey (C),Access road,No,No,75_or_older,Weekday,Day
20215028,WA,9,2021,Thursday,19:00,Multiple,No,No,No,60,Pedestrian,Male,90,,,,,No,No,75_or_older,Weekday,Night
20211068,NSW,9,2021,Tuesday,21:00,Single,No,No,No,60,Passenger,Male,10,Inner Regional Australia,Central Coast,Central Coast,Arterial Road,No,No,0_to_16,Weekday,Night
20213043,Qld,9,2021,Friday,23:00,Single,No,No,No,50,Pedestrian,Male,19,Inner Regional Australia,Gold Coast,Scenic Rim (R),Local Road,No,No,17_to_25,Weekend,Night
20211140,NSW,9,2021,Wednesday,20:00,Single,No,No,No,80,Pedestrian,Male,38,Major Cities of Australia,Capital Region,Queanbeyan-Palerang Regional,Arterial Road,No,No,26_to_39,Weekday,Night
20215094,WA,9,2021,Thursday,22:00,Single,No,No,No,70,Passenger,Male,17,,,,,No,No,17_to_25,Weekday,Night
20213026,Qld,9,2021,Wednesday,23:00,Multiple,No,No,No,,Driver,Female,37,Major Cities of Australia,Ipswich,Ipswich (C),National or State Highway,No,No,26_to_39,Weekday,Night
20213026,Qld,9,2021,Wednesday,23:00,Multiple,No,No,No,,Passenger,Male,39,Major Cities of Australia,Ipswich,Ipswich (C),National or State Highway,No,No,26_to_39,Weekday,Night
20216013,Tas,9,2021,Tuesday,12:00,Single,No,No,No,50,Pedestrian,Female,4,Inner Regional Australia,Hobart,Glenorchy (C),Sub-arterial Road,No,No,0_to_16,Weekday,Day
20211052,NSW,9,2021,Monday,8:00,Single,No,No,Yes,80,Pedestrian,Male,39,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Arterial Road,No,No,26_to_39,Weekday,Day
20214067,SA,9,2021,Friday,14:00,Single,No,No,No,60,Pedestrian,Female,90,Major Cities of Australia,Adelaide - West,Charles Sturt (C),Arterial Road,No,No,75_or_older,Weekday,Day
20212153,Vic,8,2021,Sunday,1:00,Single,No,No,No,60,Driver,Male,36,Major Cities of Australia,Melbourne - North East,Mitchell (S),Local Road,No,No,26_to_39,Weekend,Night
20211083,NSW,8,2021,Friday,18:00,Multiple,No,No,Yes,100,Driver,Male,35,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway,No,No,26_to_39,Weekend,Night
20216009,Tas,8,2021,Sunday,1:00,Multiple,No,No,No,100,Driver,Male,56,Outer Regional Australia,South East,Derwent Valley (M),Arterial Road,No,No,40_to_64,Weekend,Night
20215095,WA,8,2021,Saturday,19:00,Single,No,No,No,110,Driver,Male,43,,,,,No,No,40_to_64,Weekend,Night
20211180,NSW,8,2021,Friday,20:00,Multiple,No,No,No,50,Driver,Male,49,Major Cities of Australia,Sydney - City and Inner South,Bayside,Local Road,No,No,40_to_64,Weekend,Night
20215078,WA,8,2021,Saturday,4:00,Single,No,No,No,110,Driver,Male,20,,,,,No,No,17_to_25,Weekend,Night
20216020,Tas,8,2021,Saturday,19:00,Multiple,No,No,No,50,Motorcycle rider,Male,45,Inner Regional Australia,Launceston and North East,Launceston (C),Local Road,No,No,40_to_64,Weekend,Night
20211087,NSW,8,2021,Saturday,18:00,Multiple,No,No,No,100,Driver,Male,34,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Arterial Road,No,No,26_to_39,Weekend,Night
20213184,Qld,8,2021,Saturday,23:00,Single,No,No,No,100,Driver,Male,31,Inner Regional Australia,Gold Coast,Scenic Rim (R),Sub-arterial Road,No,No,26_to_39,Weekend,Night
20211046,NSW,8,2021,Saturday,0:00,Single,No,No,No,100,Driver,Male,20,Remote Australia,Central West,Lachlan,Arterial Road,No,No,17_to_25,Weekend,Night
20213019,Qld,8,2021,Thursday,19:00,Single,No,No,No,100,Driver,Male,46,Very Remote Australia,Queensland - Outback,Quilpie (S),Sub-arterial Road,No,No,40_to_64,Weekday,Night
20212153,Vic,8,2021,Sunday,1:00,Single,No,No,No,60,Passenger,Female,46,Major Cities of Australia,Melbourne - North East,Mitchell (S),Local Road,No,No,40_to_64,Weekend,Night
20213127,Qld,8,2021,Thursday,18:00,Multiple,No,No,No,100,Motorcycle rider,Male,59,Inner Regional Australia,Logan - Beaudesert,Scenic Rim (R),Sub-arterial Road,No,No,40_to_64,Weekday,Night
20213033,Qld,8,2021,Saturday,11:00,Single,No,No,No,70,Driver,Male,27,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Collector Road,No,No,26_to_39,Weekend,Day
20215038,WA,8,2021,Sunday,10:00,Single,No,No,No,110,Passenger,Female,22,,,,,No,No,17_to_25,Weekend,Day
20213175,Qld,8,2021,Sunday,14:00,Single,No,No,No,100,Motorcycle rider,Female,40,Outer Regional Australia,Wide Bay,South Burnett (R),Collector Road,No,No,40_to_64,Weekend,Day
20215083,WA,8,2021,Friday,14:00,Multiple,No,No,Yes,110,Driver,Female,69,,,,,No,No,65_to_74,Weekday,Day
20213097,Qld,8,2021,Sunday,14:00,Single,No,No,No,80,Driver,Female,60,Inner Regional Australia,Central Queensland,Rockhampton (R),Local Road,No,No,40_to_64,Weekend,Day
20215087,WA,8,2021,Friday,18:00,Multiple,No,No,No,40,Pedestrian,Male,71,,,,,No,No,65_to_74,Weekend,Night
20213185,Qld,8,2021,Saturday,12:00,Multiple,No,No,No,100,Driver,Male,70,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,65_to_74,Weekend,Day
20212053,Vic,8,2021,Friday,19:00,Multiple,No,No,No,80,Driver,Male,77,Major Cities of Australia,Melbourne - South East,Monash (C),Arterial Road,No,No,75_or_older,Weekend,Night
20211187,NSW,8,2021,Saturday,15:00,Single,No,No,No,70,Motorcycle rider,Male,18,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Local Road,No,No,17_to_25,Weekend,Day
20212086,Vic,8,2021,Sunday,11:00,Single,No,No,No,80,Motorcycle rider,Male,26,Major Cities of Australia,Melbourne - Outer East,Knox (C),National or State Highway,No,No,26_to_39,Weekend,Day
20212072,Vic,8,2021,Sunday,12:00,Multiple,No,No,No,50,Driver,Male,85,Inner Regional Australia,Latrobe - Gippsland,Baw Baw (S),Arterial Road,No,No,75_or_older,Weekend,Day
20215013,WA,8,2021,Wednesday,15:00,Multiple,No,Yes,No,80,Driver,Female,37,,,,,No,No,26_to_39,Weekday,Day
20213163,Qld,8,2021,Friday,6:00,Single,No,No,No,100,Passenger,Male,29,Outer Regional Australia,Wide Bay,South Burnett (R),National or State Highway,No,No,26_to_39,Weekday,Day
20213098,Qld,8,2021,Monday,12:00,Single,No,No,No,100,Driver,Male,29,Remote Australia,Townsville,Charters Towers (R),Local Road,No,No,26_to_39,Weekday,Day
20212014,Vic,8,2021,Friday,9:00,Multiple,No,No,No,60,Driver,Female,35,Major Cities of Australia,Melbourne - Inner,Melbourne (C),Arterial Road,No,No,26_to_39,Weekday,Day
20213071,Qld,8,2021,Sunday,5:00,Multiple,No,No,Yes,100,Passenger,Male,18,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac (R),National or State Highway,No,No,17_to_25,Weekend,Night
20215040,WA,8,2021,Monday,10:00,Multiple,No,Yes,No,50,Motorcycle rider,Male,40,,,,,No,No,40_to_64,Weekday,Day
20214057,SA,8,2021,Sunday,5:00,Multiple,No,Yes,No,110,Driver,Male,18,Outer Regional Australia,South Australia - South East,Loxton Waikerie (DC),National or State Highway,No,No,17_to_25,Weekend,Night
20211007,NSW,8,2021,Wednesday,13:00,Single,No,No,No,70,Driver,Male,58,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,National or State Highway,No,No,40_to_64,Weekday,Day
20212129,Vic,8,2021,Monday,11:00,Multiple,No,No,No,100,Driver,Male,24,Outer Regional Australia,Latrobe - Gippsland,Wellington (S),Local Road,No,No,17_to_25,Weekday,Day
20216015,Tas,8,2021,Friday,15:00,Multiple,No,No,No,100,Passenger,Male,45,Outer Regional Australia,Launceston and North East,West Tamar (M),National or State Highway,No,No,40_to_64,Weekday,Day
20211019,NSW,8,2021,Tuesday,6:00,Multiple,No,Yes,Yes,110,Driver,Male,48,Inner Regional Australia,Sydney - Outer South West,Wollondilly,National or State Highway,No,No,40_to_64,Weekday,Day
20212068,Vic,8,2021,Friday,10:00,Single,No,No,No,100,Driver,Female,51,Outer Regional Australia,Warrnambool and South West,Corangamite (S),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20213098,Qld,8,2021,Monday,12:00,Single,No,No,No,100,Passenger,Male,40,Remote Australia,Townsville,Charters Towers (R),Local Road,No,No,40_to_64,Weekday,Day
20213049,Qld,8,2021,Friday,14:00,Single,No,No,No,50,Motorcycle rider,Male,51,Major Cities of Australia,Brisbane - East,Redland (C),Local Road,No,No,40_to_64,Weekday,Day
20215104,WA,8,2021,Monday,4:00,Single,No,No,No,100,Driver,Male,27,,,,,No,No,26_to_39,Weekend,Night
20213138,Qld,8,2021,Monday,10:00,Single,No,No,Yes,100,Driver,Male,40,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),National or State Highway,No,No,40_to_64,Weekday,Day
20211116,NSW,8,2021,Tuesday,14:00,Single,No,No,No,100,Driver,Male,24,Outer Regional Australia,Far West and Orana,Broken Hill,Access road,No,No,17_to_25,Weekday,Day
20218003,ACT,8,2021,Tuesday,11:00,Multiple,No,No,No,,Pedal cyclist,Male,70,,,,,No,No,65_to_74,Weekday,Day
20214032,SA,8,2021,Tuesday,16:00,Single,No,No,No,100,Driver,Male,68,Inner Regional Australia,South Australia - South East,Mid Murray (DC),Sub-arterial Road,No,No,65_to_74,Weekday,Day
20213117,Qld,8,2021,Monday,16:00,Multiple,No,No,No,70,Pedal cyclist,Male,70,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-arterial Road,No,No,65_to_74,Weekday,Day
20211123,NSW,8,2021,Monday,14:00,Single,No,Yes,No,60,Passenger,Male,70,Inner Regional Australia,Riverina,Wagga Wagga,Sub-arterial Road,No,No,65_to_74,Weekday,Day
20213112,Qld,8,2021,Monday,13:00,Multiple,No,No,No,,Driver,Male,67,Outer Regional Australia,Cairns,Douglas (S),National or State Highway,No,No,65_to_74,Weekday,Day
20211036,NSW,8,2021,Tuesday,9:00,Single,No,No,No,100,Driver,Male,18,Outer Regional Australia,Mid North Coast,Kempsey,Local Road,No,No,17_to_25,Weekday,Day
20212157,Vic,8,2021,Tuesday,5:00,Multiple,No,No,No,80,Driver,Male,50,Major Cities of Australia,Melbourne - West,Hobsons Bay (C),National or State Highway,No,No,40_to_64,Weekday,Night
20212014,Vic,8,2021,Friday,9:00,Multiple,No,No,No,60,Passenger,Female,8,Major Cities of Australia,Melbourne - Inner,Melbourne (C),Arterial Road,No,No,0_to_16,Weekday,Day
20213096,Qld,8,2021,Monday,10:00,Multiple,No,No,No,70,Passenger,Female,79,Major Cities of Australia,Logan - Beaudesert,Logan (C),Local Road,No,No,75_or_older,Weekday,Day
20215038,WA,8,2021,Sunday,10:00,Single,No,No,No,110,Driver,Male,24,,,,,No,No,17_to_25,Weekend,Day
20212132,Vic,8,2021,Wednesday,20:00,Single,No,No,No,80,Driver,Male,63,Outer Regional Australia,North West,Mildura (RC),Arterial Road,No,No,40_to_64,Weekday,Night
20211033,NSW,8,2021,Wednesday,5:00,Multiple,No,No,Yes,110,Driver,Male,64,Outer Regional Australia,Central West,Forbes,National or State Highway,No,No,40_to_64,Weekday,Night
20213146,Qld,8,2021,Thursday,12:00,Single,No,No,No,100,Passenger,Male,85,Remote Australia,Townsville,Charters Towers (R),Sub-arterial Road,No,No,75_or_older,Weekday,Day
20213053,Qld,8,2021,Monday,16:00,Single,No,No,No,100,Passenger,Female,83,Outer Regional Australia,Wide Bay,Gympie (R),National or State Highway,No,No,75_or_older,Weekday,Day
20211044,NSW,8,2021,Wednesday,17:00,Multiple,No,No,No,80,Driver,Female,83,Inner Regional Australia,New England and North West,Armidale Regional,Local Road,No,No,75_or_older,Weekday,Day
20212125,Vic,8,2021,Thursday,7:00,Multiple,No,No,No,50,Driver,Female,83,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Local Road,No,No,75_or_older,Weekday,Day
20216015,Tas,8,2021,Friday,15:00,Multiple,No,No,No,100,Passenger,Female,75,Outer Regional Australia,Launceston and North East,West Tamar (M),National or State Highway,No,No,75_or_older,Weekday,Day
20217004,NT,8,2021,Friday,15:00,Single,No,No,No,110,Passenger,Female,29,Very Remote Australia,Northern Territory - Outback,MacDonnell (R),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20211109,NSW,8,2021,Friday,3:00,Multiple,No,No,Yes,110,Driver,Female,41,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway,No,No,40_to_64,Weekday,Night
20211109,NSW,8,2021,Friday,3:00,Multiple,No,No,Yes,110,Driver,Male,52,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway,No,No,40_to_64,Weekday,Night
20212128,Vic,8,2021,Thursday,15:00,Single,No,No,No,,Passenger,Male,16,Inner Regional Australia,Warrnambool and South West,Moyne (S),Local Road,No,No,0_to_16,Weekday,Day
20212128,Vic,8,2021,Thursday,15:00,Single,No,No,No,,Passenger,Female,19,Inner Regional Australia,Warrnambool and South West,Moyne (S),Local Road,No,No,17_to_25,Weekday,Day
20217019,NT,8,2021,Thursday,18:00,Multiple,No,No,No,90,Motorcycle rider,Male,50,Remote Australia,Northern Territory - Outback,Alice Springs (T),Sub-arterial Road,No,No,40_to_64,Weekday,Night
20213074,Qld,8,2021,Monday,20:00,Single,No,No,No,50,Driver,Male,69,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-arterial Road,No,No,65_to_74,Weekday,Night
20212002,Vic,8,2021,Tuesday,17:00,Single,No,No,No,100,Driver,Male,20,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),Arterial Road,No,No,17_to_25,Weekday,Day
20213125,Qld,8,2021,Wednesday,6:00,Multiple,No,Yes,No,100,Motorcycle rider,Male,25,Major Cities of Australia,Gold Coast,Gold Coast (C),National or State Highway,No,No,17_to_25,Weekday,Day
20213132,Qld,8,2021,Monday,8:00,Multiple,No,No,Yes,100,Driver,Male,77,Outer Regional Australia,Central Queensland,Banana (S),Sub-arterial Road,No,No,75_or_older,Weekday,Day
20211147,NSW,8,2021,Wednesday,13:00,Single,No,No,No,80,Driver,Female,86,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-arterial Road,No,No,75_or_older,Weekday,Day
